,CAS,禁配物
1971,1397-94-0,强氧化剂
1972,140-29-4,强氧化剂
1973,140-29-4,强还原剂
1974,140-29-4,强酸
1975,140-29-4,强碱
1976,140-80-7,酸类
1977,140-80-7,酸酐
1978,140-80-7,酰基氯
1979,140-80-7,强氧化剂
1980,140-80-7,二氧化碳。
1981,140-88-5,强氧化剂
1982,140-88-5,碱类
1983,140-88-5,酸类
1984,140-88-5,过氧化物
1985,1402-38-6,强氧化剂
1986,1402-38-6,强酸
1987,1402-38-6,强碱
1988,1402-38-6,金属
1989,141-32-2,强氧化剂
1990,141-32-2,强碱
1991,141-32-2,强酸
1992,141-43-5,酸类
1993,141-43-5,酸酐
1994,141-43-5,酰基氯
1995,141-43-5,铝
1996,141-43-5,铜。
1997,141-52-6,强氧化剂
1998,141-52-6,酸类
1999,141-52-6,水。
2000,141-57-1,强氧化剂
2001,141-57-1,强酸
2002,141-57-1,强碱
2003,141-57-1,水。
2004,141-66-2,强氧化剂。
2005,141-75-3,水
2006,141-75-3,强碱
2007,141-75-3,醇类
2008,141-75-3,强氧化剂。
2009,141-78-6,强氧化剂
2010,141-78-6,碱类
2011,141-78-6,酸类
2012,141-79-7,强氧化剂
2013,141-79-7,强酸。
2014,141-91-3,强氧化剂
2015,141-91-3,强酸。
2016,141-93-5,强氧化剂
2017,141-93-5,酸类
2018,141-93-5,卤素等
2019,142-04-1,强氧化剂
2020,142-04-1,强酸。
2021,142-28-9,强氧化剂
2022,142-28-9,酸类
2023,142-28-9,碱类
2024,142-28-9,铝
2025,142-29-0,强氧化剂
2026,142-29-0,酸类
2027,142-29-0,卤代烃
2028,142-29-0,卤素等
2029,142-59-6,强氧化剂
2030,142-59-6,强酸
2031,142-59-6,强碱
2032,142-61-0,水
2033,142-61-0,醇类
2034,142-61-0,强氧化剂
2035,142-61-0,强碱。
2036,142-62-1,碱
2037,142-62-1,氧化剂
2038,142-62-1,还原剂。
2039,142-68-7,氧化剂
2040,142-68-7,强酸。
2041,142-82-5,强氧化剂
2042,142-82-5,强酸
2043,142-82-5,强碱
2044,142-82-5,卤素
2045,142-84-7,强氧化剂
2046,142-84-7,酸类。
2047,142-92-7,强氧化剂
2048,142-92-7,强酸
2049,142-92-7,强还原剂
2050,142-92-7,强碱。
2051,142-96-1,强氧化剂
2052,142-96-1,强酸
2053,142-96-1,卤素
2054,142-96-1,硫
2055,142-96-1,硫化物
2056,1420-07-1,强氧化剂。
2057,1421-68-7,强氧化剂
2058,14235-86-0,强氧化剂。
2059,14264-31-4,强酸。
2060,143-33-9,酸类
2061,143-33-9,强氧化剂
2062,144-49-0,强氧化剂
2063,144-49-0,碱类
2064,1445-45-0,强氧化剂
2065,1445-45-0,酸类。
2066,14486-19-2,强酸。
2067,1450-14-2,强氧化剂
2068,1450-14-2,强酸
2069,1450-14-2,强碱。
2070,14518-94-6,还原剂
2071,14518-94-6,易燃或可燃物
2072,14518-94-6,活性金属粉末
2073,14518-94-6,硫
2074,14518-94-6,磷
2075,14519-07-4,还原剂
2076,14519-07-4,易燃或可燃物
2077,14519-07-4,硫酸
2078,14519-07-4,活性金属粉末
2079,14519-07-4,硫
2080,14519-07-4,磷等
2081,14519-18-7,还原剂
2082,14519-18-7,易燃或可燃物
2083,14519-18-7,活性金属粉末
2084,14519-18-7,硫
2085,14519-18-7,磷
2086,1461-25-2,强氧化剂。
2087,14666-78-5,还原剂
2088,14666-78-5,强酸
2089,14666-78-5,易燃或可燃物。
2090,147-82-0,酸类
2091,147-82-0,酰基氯
2092,147-82-0,酸酐
2093,147-82-0,氯仿
2094,147-82-0,强氧化剂。
2095,14763-77-0,强酸
2096,14763-77-0,水
2097,14763-77-0,镁氯甲酸盐
2098,14763-77-0,亚硝酸钠
2099,14763-77-0,亚硝酸钾。
2100,149-73-5,强氧化剂
2101,149-73-5,酸类。
2102,149-74-6,强氧化剂
2103,149-74-6,强酸
2104,149-74-6,强碱
2105,149-74-6,醇类
2106,149-74-6,水蒸气
2107,14977-61-8,易燃或可燃物
2108,14977-61-8,强还原剂
2109,14977-61-8,醇类
2110,14977-61-8,水
2111,150-46-9,强氧化剂
2112,150-46-9,强酸。
2113,151-38-2,强氧化剂
2114,151-38-2,强酸。
2115,151-50-8,强氧化剂
2116,151-50-8,酸类
2117,151-56-4,强氧化剂
2118,151-56-4,强酸。
2119,15120-17-9,强氧化剂
2120,15120-17-9,强酸。
2121,15120-21-5,强还原剂
2122,15120-21-5,潮湿空气
2123,15120-21-5,易燃或可燃物
2124,15120-21-5,强酸。
2125,15168-20-4,强酸。
2126,152-16-9,强氧化剂
2127,152-16-9,强酸。
2128,15232-76-5,强氧化剂
2129,15232-76-5,酸类
2130,15232-76-5,铜
2131,15232-76-5,银或其盐类
2132,15271-41-7,强氧化剂
2133,15271-41-7,强酸
2134,15271-41-7,强碱
2135,15271-41-7,金属
2136,15593-61-0,强氧化剂
2137,15593-61-0,强酸。
2138,156-43-4,强氧化剂。
2139,156-62-7,水
2140,156-62-7,酸类。
2141,1563-66-2,强氧化剂
2142,1563-66-2,碱类。
2143,1569-02-4,强氧化剂
2144,1569-02-4,强酸。
2145,1569-69-3,碱类
2146,1569-69-3,氧化剂
2147,1569-69-3,还原剂
2148,1569-69-3,碱金属
2149,15829-53-5,强还原剂
2150,15829-53-5,碱金属。
2151,15879-93-3,强氧化剂
2152,15879-93-3,强酸
2153,15879-93-3,强碱。
2154,15972-60-8,强氧化剂
2155,15972-60-8,强酸
2156,15972-60-8,强碱。
2157,1600-27-7,强氧化剂
2158,1600-27-7,强酸。
2159,16066-38-9,还原剂
2160,16066-38-9,强酸
2161,16066-38-9,易燃或可燃物。
2162,1609-86-5,强氧化剂
2163,1609-86-5,强碱
2164,1609-86-5,水
2165,1609-86-5,酸类
2166,1609-86-5,醇类
2167,1609-86-5,胺类。
2168,16111-62-9,强氧化剂
2169,16111-62-9,强还原剂
2170,16111-62-9,强酸
2171,16111-62-9,易燃或可燃物。
2172,1615-80-1,强氧化剂
2173,1615-80-1,氧
2174,1615-80-1,酸类。
2175,1629-58-9,氧化剂
2176,1629-58-9,强酸
2177,1629-58-9,强碱
2178,1629-58-9,还原剂。
2179,1634-04-4,强氧化剂
2180,1640-89-7,强氧化剂
2181,1640-89-7,强酸
2182,1640-89-7,强碱
2183,1640-89-7,卤素
2184,16454-60-7,强还原剂
2185,16454-60-7,易燃或可燃物。
2186,1656-44-6,强氧化剂
2187,1656-44-6,强还原剂
2188,1656-44-6,强碱。
2189,1656-48-0,强氧化剂
2190,1656-48-0,强酸
2191,1656-48-0,强碱。
2192,1663-67-8,强氧化剂
2193,1663-67-8,强碱
2194,1663-67-8,水
2195,1663-67-8,醇类。
2196,1666-13-3,强氧化剂
2197,1666-13-3,卤素
2198,1666-13-3,还原剂
2199,16721-80-5,强氧化剂
2200,16721-80-5,酸类
2201,16721-80-5,锌
2202,16721-80-5,铝
2203,16721-80-5,铜及其合金。
2204,16752-77-5,强氧化剂
2205,16752-77-5,碱类。
2206,16774-21-3,强还原剂
2207,16774-21-3,活性金属粉末。
2208,1678-91-7,强氧化剂
2209,1678-91-7,强酸
2210,1678-91-7,强碱
2211,1678-91-7,卤素
2212,1678-93-9,强氧化剂
2213,1678-93-9,强酸
2214,1678-93-9,强碱
2215,1678-93-9,卤素
2216,1679-09-0,氧化剂
2217,1679-09-0,还原剂
2218,1679-09-0,碱类
2219,1679-09-0,碱金属。
2220,16853-85-3,强氧化剂
2221,16853-85-3,酸类
2222,16853-85-3,醇类
2223,16853-85-3,水
2224,16871-71-9,强酸。
2225,16871-90-2,强氧化剂
2226,16871-90-2,酸类。
2227,16872-11-0,强碱
2228,1689-84-5,强氧化剂
2229,1689-84-5,强酸。
2230,16893-85-9,强氧化剂。
2231,16923-95-8,碱类
2232,16923-95-8,氨。
2233,16924-00-8,强氧化剂
2234,16924-00-8,强酸。
2235,1694-92-4,强氧化剂
2236,1694-92-4,强碱
2237,1694-92-4,水。
2238,16940-66-2,强氧化剂
2239,16940-66-2,水
2240,16940-66-2,醇类
2241,16940-66-2,酸类
2242,16940-66-2,强碱。
2243,16940-81-1,强碱。
2244,16941-12-1,碱。
2245,16949-15-8,强氧化剂
2246,16949-15-8,水
2247,16949-15-8,醇类
2248,16949-15-8,酸类。
2249,16949-65-8,强酸。
2250,16961-83-4,碱类
2251,16961-83-4,易燃或可燃物
2252,16962-07-5,氧化剂
2253,16962-07-5,酸类
2254,16962-07-5,水
2255,16962-07-5,潮湿空气。
2256,17014-71-0,强还原剂
2257,17014-71-0,水
2258,17014-71-0,酸类
2259,17014-71-0,易燃或可燃物
2260,17014-71-0,醇类
2261,17014-71-0,二氧化碳
2262,17014-71-0,活性金属粉末
2263,17109-49-8,强氧化剂
2264,17109-49-8,碱。
2265,1712-64-7,强还原剂
2266,1712-64-7,强酸
2267,1712-64-7,活性金属粉末
2268,17125-80-3,强酸
2269,17125-80-3,强碱。
2270,1719-53-5,强氧化剂。
2271,17194-00-2,酸类
2272,1721-93-3,强氧化剂
2273,1721-93-3,强酸
2274,1738-25-6,强氧化剂
2275,1738-25-6,酸类
2276,1738-25-6,酸酐
2277,1738-25-6,酰基氯。
2278,17639-93-9,强氧化剂
2279,17639-93-9,强还原剂
2280,17639-93-9,强酸
2281,17639-93-9,强碱。
2282,17702-41-9,氧
2283,17702-41-9,强氧化剂
2284,17702-41-9,卤化物
2285,17702-41-9,水
2286,17702-41-9,酸类
2287,17804-35-2,强氧化剂。
2288,17861-62-0,强还原剂
2289,17861-62-0,易燃或可燃物
2290,17861-62-0,铵盐
2291,17861-62-0,氰化物。
2292,1789-58-8,强氧化剂
2293,1789-58-8,水
2294,1789-58-8,强酸
2295,1789-58-8,酸类
2296,1795-48-8,强氧化剂
2297,1795-48-8,强碱
2298,1795-48-8,水
2299,1795-48-8,醇类
2300,1795-48-8,胺类
2301,1795-48-8,酸类。
2302,1809-19-4,强氧化剂
2303,1809-19-4,强碱
2304,1809-19-4,强酸。
2305,1825-62-3,强氧化剂
2306,1825-62-3,强酸
2307,1825-62-3,水
2308,1825-62-3,潮湿空气。
2309,1838-59-1,强氧化剂
2310,1838-59-1,强酸
2311,1838-59-1,强碱。
2312,18810-58-7,强氧化剂
2313,18810-58-7,空气
2314,18810-58-7,酸类。
2315,1885-14-9,碱类
2316,1885-14-9,醇类
2317,1885-14-9,胺类
2318,1885-14-9,水。
2319,1907-13-7,强氧化剂
2320,1907-13-7,强碱。
2321,1918-16-7,强氧化剂。
2322,19287-45-7,强氧化剂
2323,19287-45-7,碱
2324,19287-45-7,氟
2325,19287-45-7,氯
2326,19287-45-7,溴等卤素
2327,19287-45-7,水
2328,19287-45-7,四氯化碳
2329,19398-61-9,强氧化剂
2330,19398-61-9,强碱。
2331,1942-45-6,强氧化剂
2332,1942-45-6,酸类
2333,1942-45-6,铜
2334,1942-45-6,银或其盐类。
2335,19624-22-7,强氧化剂(如铬酸酐
2336,19624-22-7,氯酸盐和高锰酸钾等)
2337,19624-22-7,空气
2338,19624-22-7,水
2339,19624-22-7,氧
2340,19624-22-7,酸类
2341,1983-10-4,强氧化剂
2342,1989-53-3,强氧化剂
2343,1989-53-3,强碱
2344,1989-53-3,水。
2345,19910-65-7,还原剂
2346,19910-65-7,酸类
2347,19910-65-7,易燃或可燃物。
2348,20063-92-7,氧化剂。
2349,2031-67-6,强氧化剂
2350,2031-67-6,强酸
2351,2031-67-6,潮湿空气。
2352,20324-26-9,强氧化剂
2353,20325-40-0,强氧化剂。
2354,2040-95-1,强氧化剂
2355,2040-95-1,强酸
2356,2040-95-1,强碱
2357,2040-95-1,卤素
2358,2040-96-2,强氧化剂
2359,2040-96-2,强酸
2360,2040-96-2,强碱。
2361,2045-00-3,强氧化剂
2362,2045-00-3,酸类。
2363,2050-60-4,酸类
2364,2050-60-4,碱
2365,2050-60-4,强氧化剂
2366,2050-60-4,强还原剂
2367,2050-92-2,强氧化剂
2368,2050-92-2,强酸
2369,2050-92-2,酰基氯
2370,2051-78-7,强氧化剂
2371,2051-78-7,强酸
2372,2051-78-7,强碱。
2373,2052-49-5,强氧化剂
2374,2052-49-5,强酸
2375,2052-49-5,二氧化碳。
2376,206-44-0,强氧化剂。
2377,20694-39-7,还原剂
2378,20694-39-7,易燃或可燃物
2379,20694-39-7,活性金属粉末
2380,20694-39-7,硫
2381,20694-39-7,磷
2382,20770-41-6,强氧化剂
2383,20770-41-6,水
2384,20770-41-6,潮湿空气。
2385,20816-12-0,强还原剂
2386,20816-12-0,易燃或可燃物。
2387,20830-75-5,强氧化剂
2388,20830-75-5,强酸。
2389,20859-73-8,氧化剂
2390,20859-73-8,酸类
2391,2104-64-5,强氧化剂。
2392,21109-95-5,强氧化剂
2393,21109-95-5,水蒸气
2394,21109-95-5,酸类
2395,2116-65-6,强氧化剂
2396,2116-65-6,强酸。
2397,21609-90-5,强氧化剂。
2398,21908-53-2,强氧化剂。
2399,21923-23-9,强氧化剂
2400,2198-23-4,氧化剂。
2401,22128-62-7,强氧化剂
2402,22128-62-7,水
2403,22128-62-7,强酸。
2404,2216-30-0,强氧化剂。
2405,22224-92-6,强氧化剂
2406,22224-92-6,强酸
2407,22224-92-6,强碱。
2408,2235-25-8,强氧化剂
2409,2235-25-8,强碱
2410,2237-30-1,强氧化剂
2411,2237-30-1,酸类
2412,2237-30-1,酸酐
2413,2237-30-1,酰基氯。
2414,2238-07-5,强氧化剂。
2415,2275-18-5,强氧化剂
2416,2275-18-5,强碱。
2417,2279-76-7,强氧化剂。
2418,2312-76-7,氧化剂
2419,2312-76-7,还原剂
2420,2312-76-7,强碱。
2421,23135-22-0,强氧化剂
2422,23135-22-0,强碱。
2423,23255-69-8,强氧化剂
2424,2338-12-7,强氧化剂
2425,2338-12-7,强还原剂
2426,2338-12-7,强酸。
2427,23414-72-4,强还原剂
2428,23414-72-4,易燃或可燃物
2429,23414-72-4,硫酸
2430,23414-72-4,铵盐
2431,23414-72-4,乙醇
2432,23414-72-4,甘油
2433,23414-72-4,过氧化氢。
2434,2344-80-1,强氧化剂
2435,2344-80-1,强酸
2436,2344-80-1,强碱
2437,2344-80-1,潮湿空气。
2438,23745-86-0,强氧化剂
2439,23745-86-0,强酸
2440,23745-86-0,强碱。
2441,2385-85-5,强氧化剂。
2442,2417-90-5,强氧化剂
2443,2417-90-5,强还原剂
2444,2417-90-5,强酸
2445,2417-90-5,强碱。
2446,24468-13-1,强氧化剂
2447,24468-13-1,强酸
2448,24468-13-1,强碱
2449,24468-13-1,醇类
2450,24468-13-1,胺类
2451,24468-13-1,水
2452,24468-13-1,潮湿空气。
2453,2452-99-5,强氧化剂
2454,2452-99-5,强酸
2455,2452-99-5,强碱
2456,2452-99-5,卤素
2457,2493-02-9,强氧化剂
2458,2493-02-9,强碱
2459,2493-02-9,水
2460,2493-02-9,醇类
2461,2493-02-9,胺类
2462,2493-02-9,酸类
2463,24934-91-6,强氧化剂。
2464,25109-57-3,强氧化剂
2465,2516-33-8,强氧化剂。
2466,2524-03-0,强氧化剂
2467,2524-03-0,强碱。
2468,2524-04-1,强氧化剂
2469,2524-04-1,水
2470,2524-04-1,强碱。
2471,25324-56-5,强氧化剂
2472,25324-56-5,强酸
2473,25324-56-5,水
2474,25324-56-5,潮湿空气。
2475,2551-62-4,强氧化剂
2476,2551-62-4,易燃或可燃物
2477,25550-55-4,强氧化剂
2478,25550-55-4,强酸
2479,25550-55-4,活性金属粉末
2480,25659-31-8,还原剂
2481,25659-31-8,易燃或可燃物
2482,25659-31-8,活性金属粉末
2483,25659-31-8,硫
2484,25659-31-8,磷
2485,2588-03-6,强氧化剂
2486,2588-03-6,强碱。
2487,260-94-6,酸类
2488,260-94-6,酰基氯
2489,260-94-6,酸酐
2490,260-94-6,氯仿
2491,260-94-6,强氧化剂。
2492,26134-62-3,强氧化剂
2493,26134-62-3,强酸
2494,26134-62-3,水
2495,26134-62-3,潮湿空气。
2496,2631-37-0,强氧化剂
2497,2631-37-0,强碱。
2498,2642-71-9,强氧化剂
2499,2642-71-9,强碱。
2500,26506-47-8,强还原剂
2501,26506-47-8,强酸
2502,26506-47-8,易燃或可燃物
2503,26506-47-8,水
2504,26506-47-8,铵盐
2505,26506-47-8,活性金属粉末
2506,26506-47-8,硫
2507,26506-47-8,磷。
2508,26571-79-9,强氧化剂
2509,26571-79-9,水。
2510,26628-22-8,酸类
2511,26628-22-8,酰基氯
2512,26628-22-8,活性金属粉末
2513,26628-22-8,强氧化剂
2514,2691-41-0,强氧化剂。
2515,2696-92-6,强还原剂
2516,2696-92-6,强酸
2517,2696-92-6,易燃或可燃物
2518,2696-92-6,水
2519,2696-92-6,丙酮
2520,2696-92-6,铝
2521,2699-79-8,强碱
2522,2699-79-8,水。
2523,271-89-6,强氧化剂。
2524,27137-85-5,强氧化剂
2525,27137-85-5,强碱
2526,27137-85-5,酸类
2527,27137-85-5,醇类
2528,27137-85-5,胺类。
2529,27152-57-4,酸类
2530,27152-57-4,强氧化剂
2531,27193-28-8,强氧化剂
2532,27193-28-8,强碱。
2533,27215-10-7,强氧化剂
2534,27215-10-7,强碱。
2535,2738-18-3,强氧化剂
2536,2738-18-3,强酸
2537,2738-18-3,卤素。
2538,2757-18-8,强氧化剂。
2539,2782-57-2,易燃或可燃物
2540,2782-57-2,氨
2541,2782-57-2,铵盐
2542,2782-57-2,尿素
2543,2782-57-2,潮湿空气。
2544,2809-67-8,强氧化剂
2545,2809-67-8,酸类
2546,2809-67-8,铜
2547,2809-67-8,银或其盐类
2548,286-20-4,氧化剂
2549,286-20-4,酸类
2550,286-20-4,碱类。
2551,2867-47-2,强氧化剂
2552,2867-47-2,强还原剂
2553,2867-47-2,强酸
2554,2867-47-2,强碱
2555,2867-47-2,水
2556,2867-47-2,潮湿空气。
2557,287-92-3,强氧化剂
2558,287-92-3,强酸
2559,287-92-3,强碱
2560,287-92-3,卤素
2561,28772-56-7,强氧化剂。
2562,28930-30-5,强氧化剂。
2563,28995-89-3,还原剂。
2564,291-64-5,强氧化剂
2565,291-64-5,强酸
2566,291-64-5,强碱
2567,291-64-5,卤素
2568,292-64-8,强氧化剂
2569,292-64-8,强酸
2570,292-64-8,强碱
2571,292-64-8,卤素
2572,2937-50-0,强氧化剂
2573,2937-50-0,强酸
2574,2937-50-0,强碱
2575,2937-50-0,水
2576,2937-50-0,潮湿空气
2577,2937-50-0,醇类
2578,2937-50-0,胺类。
2579,2941-64-2,强氧化剂
2580,2941-64-2,强碱。
2581,297-78-9,强氧化剂
2582,297-78-9,强碱。
2583,297-97-2,强氧化剂。
2584,298-00-0,强氧化剂
2585,298-02-2,强氧化剂
2586,298-02-2,碱类
2587,298-04-4,强氧化剂
2588,298-04-4,碱类。
2589,298-18-0,酸类
2590,298-18-0,碱类
2591,298-18-0,氧化剂。
2592,299-45-6,强氧化剂。
2593,29921-57-1,强氧化剂
2594,29921-57-1,强碱。
2595,2999-46-4,强氧化剂
2596,2999-46-4,强还原剂
2597,2999-46-4,强酸
2598,2999-46-4,强碱
2599,2999-46-4,水。
2600,2999-74-8,强氧化剂
2601,2999-74-8,水。
2602,300-76-5,还原剂
2603,300-76-5,碱类
2604,301-10-0,强氧化剂。
2605,3012-37-1,强氧化剂
2606,3012-37-1,强酸
2607,3012-37-1,强碱
2608,3012-37-1,水
2609,3012-37-1,醇类
2610,3012-37-1,胺类。
2611,3017-95-6,强氧化剂
2612,3017-95-6,强酸。
2613,3018-12-0,强氧化剂
2614,3018-12-0,强还原剂
2615,3018-12-0,强酸
2616,3018-12-0,强碱
2617,302-01-2,强氧化剂
2618,302-01-2,氧
2619,302-01-2,铜
2620,302-27-2,强氧化剂
2621,302-27-2,强碱。
2622,303-04-8,强氧化剂。
2623,3034-19-3,强氧化剂
2624,3034-19-3,强酸
2625,3034-19-3,强还原剂
2626,30525-89-4,强酸
2627,30525-89-4,强碱
2628,30525-89-4,酸酐
2629,30525-89-4,强氧化剂
2630,30525-89-4,强还原剂
2631,30525-89-4,铜。
2632,3054-95-3,酸类
2633,3054-95-3,强氧化剂。
2634,30685-43-9,强氧化剂
2635,3087-36-3,强氧化剂
2636,3087-36-3,强酸
2637,3087-36-3,水
2638,3087-37-4,强氧化剂
2639,3087-37-4,强酸
2640,3087-37-4,水及水蒸气
2641,309-00-2,强氧化剂。
2642,3132-64-7,强氧化剂
2643,3153-36-4,氧化剂
2644,3153-36-4,还原剂
2645,3153-36-4,酸类
2646,3153-36-4,碱类
2647,3165-93-3,强氧化剂。
2648,3178-22-1,强氧化剂。
2649,3179-63-3,强氧化剂
2650,3179-63-3,酸类
2651,3188-13-4,强氧化剂
2652,3188-13-4,强碱
2653,3188-13-4,酸类
2654,327-98-0,强氧化剂。
2655,32749-94-3,强氧化剂
2656,32749-94-3,强碱
2657,32749-94-3,强还原剂。
2658,3282-30-2,氧化剂
2659,3282-30-2,强碱
2660,3282-30-2,醇类
2661,3282-30-2,水。
2662,329-01-1,强氧化剂
2663,329-01-1,强碱
2664,329-01-1,水
2665,329-01-1,醇类
2666,329-01-1,胺类。
2667,329-71-5,强氧化剂
2668,329-71-5,强碱。
2669,334-88-3,强氧化剂
2670,334-88-3,酸
2671,334-88-3,酚
2672,334-88-3,醛
2673,334-88-3,酮
2674,334-88-3,烯
2675,334-88-3,炔等
2676,34018-28-5,还原剂
2677,34018-28-5,易燃或可燃物
2678,34018-28-5,硫
2679,34018-28-5,磷
2680,348-54-9,强氧化剂
2681,348-54-9,酸类
2682,348-54-9,酸酐
2683,348-54-9,酰基氯。
2684,3497-00-5,强氧化剂
2685,3497-00-5,强碱
2686,3497-00-5,潮湿空气。
2687,352-32-9,强氧化剂
2688,352-33-0,强氧化剂。
2689,352-70-5,强氧化剂。
2690,352-93-2,强氧化剂
2691,352-93-2,酸及酸雾
2692,352-93-2,水及水蒸气
2693,3522-94-9,强氧化剂
2694,3522-94-9,强酸
2695,3522-94-9,强碱
2696,3522-94-9,卤素
2697,35223-80-4,强氧化剂
2698,35223-80-4,强酸
2699,353-36-6,强氧化剂
2700,353-50-4,强氧化剂
2701,353-50-4,潮湿空气。
2702,353-59-3,碱金属
2703,353-59-3,碱土金属
2704,353-59-3,活性金属粉末。
2705,354-32-5,强还原剂
2706,354-32-5,强酸
2707,354-32-5,易燃或可燃物
2708,354-32-5,水。
2709,35523-89-8,强氧化剂
2710,357-57-3,强氧化剂
2711,357-57-3,强还原剂
2712,360-89-4,强氧化剂
2713,360-89-4,过氧化物。
2714,36355-01-8,强氧化剂。
2715,3638-73-1,氧化剂
2716,3638-73-1,酸类
2717,3638-73-1,酸酐
2718,3638-73-1,酰基氯。
2719,367-11-3,强氧化剂
2720,3689-24-5,强氧化剂。
2721,371-40-4,酸类
2722,371-40-4,酰基氯
2723,371-40-4,酸酐
2724,371-40-4,氯仿
2725,371-40-4,强氧化剂
2726,3710-30-3,强氧化剂。
2727,372-09-8,强氧化剂
2728,372-09-8,强还原剂
2729,372-09-8,强酸
2730,372-09-8,强碱
2731,372-18-9,强氧化剂
2732,372-19-0,强氧化剂
2733,372-19-0,酸类
2734,372-19-0,酸酐
2735,372-19-0,酰基氯。
2736,375-22-4,氧化剂
2737,375-22-4,还原剂
2738,375-22-4,碱类。
2739,3811-04-9,强还原剂
2740,3811-04-9,易燃或可燃物
2741,3811-04-9,醇类
2742,3811-04-9,强酸
2743,3811-04-9,硫
2744,3811-04-9,磷
2745,3811-04-9,铝
2746,3811-04-9,镁
2747,382-21-8,强酸
2748,382-21-8,强氧化剂
2749,382-21-8,强还原剂。
2750,383-63-1,强氧化剂
2751,383-63-1,强酸
2752,383-63-1,强碱。
2753,3851-87-4,酸类
2754,3851-87-4,碱类
2755,3851-87-4,易燃或可燃物
2756,3851-87-4,还原剂。
2757,3926-62-3,强氧化剂
2758,3926-62-3,强酸
2759,3926-62-3,强碱。
2760,3982-91-0,强氧化剂
2761,3982-91-0,水
2762,3982-91-0,醇类
2763,3982-91-0,碱类
2764,407-25-0,强氧化剂
2765,407-25-0,强酸
2766,407-25-0,强碱
2767,407-25-0,水
2768,407-25-0,醇类
2769,4098-71-9,强氧化剂
2770,4098-71-9,碱类
2771,4098-71-9,醇类
2772,4098-71-9,胺类
2773,4098-71-9,水。
2774,41083-11-8,强氧化剂。
2775,4109-96-0,强碱
2776,4109-96-0,水
2777,4109-96-0,醇类
2778,4109-96-0,强酸
2779,4109-96-0,强氧化剂
2780,4109-96-0,卤素
2781,4170-30-3,强氧化剂
2782,4170-30-3,碱类
2783,4170-30-3,氧
2784,420-46-2,强氧化剂
2785,421-50-1,强氧化剂
2786,421-50-1,强碱。
2787,431-03-8,强氧化剂
2788,431-03-8,强还原剂
2789,431-03-8,强碱。
2790,4351-54-6,强氧化剂
2791,4351-54-6,强酸
2792,4351-54-6,强碱。
2793,4435-53-4,强氧化剂。
2794,4484-72-4,强氧化剂
2795,4484-72-4,强碱
2796,4484-72-4,醇类
2797,4484-72-4,水。
2798,459-72-3,氧化剂
2799,459-72-3,还原剂
2800,459-72-3,酸类
2801,459-72-3,碱类。
2802,460-19-5,水
2803,460-19-5,酸类
2804,460-19-5,强氧化剂。
2805,462-06-6,强氧化剂
2806,462-08-8,强氧化剂
2807,462-08-8,酸类。
2808,462-94-2,酸类
2809,462-94-2,酰基氯
2810,462-94-2,酸酐
2811,462-94-2,强氧化剂
2812,462-94-2,二氧化碳
2813,462-95-3,强氧化剂
2814,462-95-3,强酸。
2815,463-04-7,强还原剂
2816,463-04-7,强酸
2817,463-04-7,水。
2818,463-49-0,强氧化剂
2819,463-49-0,强碱
2820,463-49-0,铜
2821,463-49-0,银
2822,463-49-0,汞及其化合物
2823,463-58-1,强氧化剂
2824,463-58-1,碱类。
2825,463-71-8,酸类
2826,463-71-8,碱
2827,463-71-8,醇类
2828,463-71-8,胺类
2829,463-71-8,水。
2830,463-82-1,强氧化剂
2831,463-82-1,强酸
2832,463-82-1,强碱
2833,463-82-1,卤素
2834,464-06-2,强氧化剂。
2835,470-82-6,强氧化剂。
2836,471-25-0,碱类
2837,471-25-0,强氧化剂
2838,471-25-0,强还原剂。
2839,4733-50-0,强氧化剂
2840,4733-50-0,强还原剂
2841,4733-50-0,强酸
2842,4733-50-0,强碱。
2843,4786-20-3,强氧化剂
2844,4786-20-3,强酸。
2845,479-45-8,强还原剂
2846,479-45-8,强碱
2847,479-45-8,肼
2848,4795-29-3,强氧化剂
2849,4795-29-3,酸类
2850,4795-29-3,酰基氯
2851,4795-29-3,酸酐
2852,4795-29-3,二氧化碳。
2853,4824-78-6,强氧化剂。
2854,485-31-4,强氧化剂
2855,485-31-4,强碱
2856,485-31-4,强酸。
2857,489-98-5,强还原剂
2858,489-98-5,强氧化剂
2859,489-98-5,强酸
2860,489-98-5,强碱
2861,491-35-0,强氧化剂。
2862,496-74-2,强氧化剂
2863,496-74-2,强碱。
2864,50-00-0,强氧化剂
2865,50-00-0,强酸
2866,50-00-0,强碱
2867,50-07-7,强氧化剂
2868,50-07-7,强酸
2869,50-07-7,强碱
2870,50-29-3,氧化剂
2871,50-29-3,碱类。
2872,50-76-0,"强氧化剂, 强酸, 强碱"
2873,501-53-1,强氧化剂
2874,501-53-1,强酸
2875,501-53-1,潮湿空气。
2876,502-39-6,强氧化剂
2877,502-39-6,强酸
2878,502-39-6,强碱
2879,502-39-6,金属
2880,502-42-1,强氧化剂
2881,502-42-1,强碱
2882,502-42-1,强还原剂
2883,5026-76-6,强氧化剂
2884,5026-76-6,酸类
2885,5026-76-6,卤代烃
2886,5026-76-6,卤素等
2887,503-17-3,强氧化剂
2888,503-17-3,碱金属
2889,503-17-3,碱土金属
2890,503-17-3,重金属及重金属盐
2891,503-17-3,卤素
2892,503-38-8,强氧化剂
2893,503-38-8,碱类
2894,503-38-8,水。
